hp_id,phrase,organ_system,lineage,definition,alt_ids,snomedct,umls
HP:0000034,Hydrocele,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035) -> Hydrocele testis (HP:0000034),Accumulation of clear fluid in the between the layers of membrane (tunica vaginalis) surrounding the testis.,,SNOMEDCT_US:26614003;SNOMEDCT_US:55434001;SNOMEDCT_US:386152007,UMLS:C1720771
HP:0000035,Abnormal Testis Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000035,Abnormality Of The Testis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000035,Anomaly Of The Testes,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000035,Abnormal Testis Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000035,Abnormality Of The Testis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000035,Anomaly Of The Testes,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal testis morphology (HP:0000035),An anomaly of the testicle (the male gonad).,,SNOMEDCT_US:55631001,UMLS:C0266423
HP:0000036,Abnormal Penis Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036),Abnormality of the male external sex organ.,,,UMLS:C4025896
HP:0000036,Abnormality Of The Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036),Abnormality of the male external sex organ.,,,UMLS:C4025896
HP:0000036,Abnormal Penis Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036),Abnormality of the male external sex organ.,,,UMLS:C4025896
HP:0000036,Abnormality Of The Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036),Abnormality of the male external sex organ.,,,UMLS:C4025896
HP:0000037,Male Pseudohermaphroditism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Male pseudohermaphroditism (HP:0000037),"Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes.",,SNOMEDCT_US:111332007,UMLS:C0238395
HP:0000037,Male Pseudohermaphroditism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Male pseudohermaphroditism (HP:0000037),"Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes.",,SNOMEDCT_US:111332007,UMLS:C0238395
HP:0000039,Epispadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the urethra (HP:0000795) -> Displacement of the urethral meatus (HP:0100627) -> Epispadias (HP:0000039),"Epispadias is a urogenital malformation characterized by the failure of the urethral tube to tubularize on the dorsal aspect. Unlike in hypospadias, where the meatus is on the ventral aspect, children with epispadias have a wide-open urethral plate on the dorsum. It is commonly seen as a component in the spectrum of bladder exstrophy-epispadias-complex. Isolated epispadias constitutes less than 10 percent of the total cases of epispadias.",,SNOMEDCT_US:406477003,UMLS:C0563449
HP:0000039,Epispadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Epispadias (HP:0000039),"Epispadias is a urogenital malformation characterized by the failure of the urethral tube to tubularize on the dorsal aspect. Unlike in hypospadias, where the meatus is on the ventral aspect, children with epispadias have a wide-open urethral plate on the dorsum. It is commonly seen as a component in the spectrum of bladder exstrophy-epispadias-complex. Isolated epispadias constitutes less than 10 percent of the total cases of epispadias.",,SNOMEDCT_US:406477003,UMLS:C0563449
HP:0000039,Epispadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Epispadias (HP:0000039),"Epispadias is a urogenital malformation characterized by the failure of the urethral tube to tubularize on the dorsal aspect. Unlike in hypospadias, where the meatus is on the ventral aspect, children with epispadias have a wide-open urethral plate on the dorsum. It is commonly seen as a component in the spectrum of bladder exstrophy-epispadias-complex. Isolated epispadias constitutes less than 10 percent of the total cases of epispadias.",,SNOMEDCT_US:406477003,UMLS:C0563449
HP:0000040,Long Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000040,Long Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000040,Enlarged Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000040,Long Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000040,Long Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000040,Enlarged Penis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Long penis (HP:0000040),Penile length more than 2 SD above the mean for age.,,SNOMEDCT_US:88673001,UMLS:C0269011
HP:0000041,Chordee,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Chordee (HP:0000041),"Ventral (i.e., downward), lateral, or ventrolateral curvature of the shaft and glans penis of more than 30 degrees.",,SNOMEDCT_US:4287008,UMLS:C0221182
HP:0000041,Chordee,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Chordee (HP:0000041),"Ventral (i.e., downward), lateral, or ventrolateral curvature of the shaft and glans penis of more than 30 degrees.",,SNOMEDCT_US:4287008,UMLS:C0221182
HP:0000042,Absent External Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Absent external genitalia (HP:0000042),Lack of external genitalia in a male or female individual.,,,UMLS:C1848869
HP:0000042,Absent External Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Absent external genitalia (HP:0000042),Lack of external genitalia in a male or female individual.,,,UMLS:C1848869
HP:0000044,Hypogonadotropic Hypogonadism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Isolated Hypogonadotropic Hypogonadism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Hypogonadotrophic Hypogonadism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Low Gonadotropins (Secondary Hypogonadism),Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Hypogonadotropic Hypogonadism,Abnormality Of The Endocrine System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the endocrine system (HP:0000818) -> Puberty and gonadal disorders (HP:0008373) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Isolated Hypogonadotropic Hypogonadism,Abnormality Of The Endocrine System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the endocrine system (HP:0000818) -> Puberty and gonadal disorders (HP:0008373) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Hypogonadotrophic Hypogonadism,Abnormality Of The Endocrine System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the endocrine system (HP:0000818) -> Puberty and gonadal disorders (HP:0008373) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000044,Low Gonadotropins (Secondary Hypogonadism),Abnormality Of The Endocrine System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the endocrine system (HP:0000818) -> Puberty and gonadal disorders (HP:0008373) -> Hypogonadism (HP:0000135) -> Hypogonadotropic hypogonadism (HP:0000044),Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH).,HP:0003335;HP:0008224,SNOMEDCT_US:33927004,UMLS:C0271623;UMLS:C3489396
HP:0000045,Abnormal Scrotum Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045),"Any structural abnormality of the scrotum, i.e., the sac that contains the testes, epididymis, and the lower part of the spermatic cord.",,,UMLS:C4025895
HP:0000045,Abnormality Of The Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045),"Any structural abnormality of the scrotum, i.e., the sac that contains the testes, epididymis, and the lower part of the spermatic cord.",,,UMLS:C4025895
HP:0000045,Abnormal Scrotum Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045),"Any structural abnormality of the scrotum, i.e., the sac that contains the testes, epididymis, and the lower part of the spermatic cord.",,,UMLS:C4025895
HP:0000045,Abnormality Of The Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045),"Any structural abnormality of the scrotum, i.e., the sac that contains the testes, epididymis, and the lower part of the spermatic cord.",,,UMLS:C4025895
HP:0000046,Small Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Smaller Than Typical Growth Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Underdeveloped Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Scrotal Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Hypoplastic Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Small Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Smaller Than Typical Growth Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Underdeveloped Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Scrotal Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Hypoplastic Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Small Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Smaller Than Typical Growth Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Underdeveloped Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
